click_id,client_id,click_datetime,source,campaign,geo,device,placement,click_cost,ip,user_agent
532,c_19,2025-09-07 06:41:39,email_aff,display_ret,MX,mobile,homepage,0.19,132.230.153.197,Edge
409,c_76,2025-09-07 08:03:12,google_ads,display_ret,MX,desktop,popup,1.03,164.152.246.155,Safari
780,c_438,2025-09-07 08:36:30,tiktok_ads,loan_cmp1,MX,desktop,homepage,1.26,211.235.165.194,Safari
817,c_378,2025-09-07 09:10:38,botnet_01,loan_cmp1,VN,mobile,blog,0.56,10.10.10.10,Android WebView
782,c_370,2025-09-07 10:02:15,facebook_ads,brand_search,MX,mobile,comparison,1.34,194.207.110.221,Safari
964,c_179,2025-09-07 10:03:32,google_ads,cashback_promo,MX,mobile,homepage,0.78,120.139.155.253,Edge
595,c_393,2025-09-07 10:07:25,network_x,loan_cmp1,MX,desktop,homepage,0.63,115.220.188.31,Firefox
707,c_335,2025-09-07 10:23:32,google_ads,display_ret,CO,mobile,native_widget,1.38,242.43.207.213,Edge
863,c_438,2025-09-07 11:01:53,email_aff,lookalike,MX,desktop,native_widget,0.81,170.40.97.140,Safari
998,c_174,2025-09-07 11:17:47,tiktok_ads,lookalike,CO,desktop,comparison,0.98,121.80.77.212,Firefox
758,c_377,2025-09-07 11:19:54,email_aff,cashback_promo,MX,mobile,native_widget,0.76,17.56.226.46,Firefox
1029,c_325,2025-09-07 12:18:42,email_aff,display_ret,VN,desktop,comparison,1.31,161.78.38.138,Chrome
511,c_156,2025-09-07 12:35:37,tiktok_ads,loan_cmp1,CO,desktop,native_widget,1.28,204.16.151.168,Edge
874,c_111,2025-09-07 13:48:33,tiktok_ads,display_ret,CO,mobile,popup,0.85,200.88.20.246,Android WebView
723,c_462,2025-09-07 14:28:57,facebook_ads,display_ret,MX,tablet,blog,0.67,242.81.158.149,Edge
8,c_499,2025-09-07 17:55:05,email_aff,lookalike,VN,mobile,blog,0.22,135.201.72.12,Safari
75,c_225,2025-09-07 18:45:06,facebook_ads,display_ret,CO,tablet,comparison,0.68,67.135.179.200,Safari
258,c_392,2025-09-07 18:51:44,facebook_ads,loan_cmp2,MX,desktop,native_widget,0.85,158.181.13.21,Firefox
650,c_450,2025-09-07 19:19:46,google_ads,lookalike,KZ,desktop,homepage,1.02,157.107.103.194,Firefox
474,c_407,2025-09-07 19:58:47,email_aff,loan_cmp2,VN,mobile,comparison,0.52,7.40.70.214,Safari
1099,c_330,2025-09-07 20:02:24,facebook_ads,brand_search,KZ,desktop,homepage,0.44,125.22.15.101,Safari
85,c_361,2025-09-07 20:58:40,google_ads,loan_cmp2,VN,mobile,homepage,0.5,222.215.179.123,Firefox
1143,c_194,2025-09-07 22:37:58,network_x,lookalike,MX,desktop,comparison,0.25,119.165.113.250,Edge
687,c_128,2025-09-08 00:00:02,tiktok_ads,brand_search,MX,desktop,popup,0.43,86.209.228.145,Firefox
455,c_93,2025-09-08 00:01:06,network_x,display_ret,VN,desktop,homepage,0.12,110.9.222.117,Firefox
755,c_439,2025-09-08 00:06:26,google_ads,display_ret,KZ,mobile,native_widget,0.39,250.69.183.168,Firefox
371,c_284,2025-09-08 01:16:07,facebook_ads,display_ret,KZ,mobile,popup,0.59,132.166.236.155,Chrome
1077,c_239,2025-09-08 01:22:39,tiktok_ads,loan_cmp2,CO,mobile,blog,1.31,115.197.222.214,Edge
348,c_292,2025-09-08 01:23:41,google_ads,lookalike,CO,desktop,popup,1.38,84.116.183.144,Firefox
287,c_149,2025-09-08 02:10:12,tiktok_ads,display_ret,VN,desktop,blog,0.66,132.23.106.84,Safari
662,c_50,2025-09-08 02:10:33,facebook_ads,display_ret,CO,mobile,blog,0.27,94.42.133.139,Chrome
883,c_478,2025-09-08 03:04:45,network_x,cashback_promo,MX,desktop,homepage,1.42,21.55.76.185,Safari
171,c_436,2025-09-08 04:49:07,tiktok_ads,brand_search,VN,mobile,blog,0.25,68.173.188.12,Edge
354,c_31,2025-09-08 05:26:23,facebook_ads,cashback_promo,CO,desktop,blog,0.26,99.172.112.60,Chrome
829,c_219,2025-09-08 05:48:17,google_ads,display_ret,KZ,mobile,popup,0.99,142.16.171.116,Chrome
622,c_281,2025-09-08 05:59:37,email_aff,cashback_promo,CO,mobile,comparison,0.63,243.147.28.213,Firefox
1055,c_36,2025-09-08 06:01:51,network_x,display_ret,MX,desktop,blog,0.08,7.250.17.86,Edge
328,c_147,2025-09-08 06:26:25,network_x,loan_cmp1,CO,desktop,homepage,1.36,48.194.224.136,Edge
880,c_282,2025-09-08 06:49:38,network_x,loan_cmp2,VN,mobile,native_widget,0.71,157.87.146.163,Android WebView
185,c_181,2025-09-08 07:26:46,network_x,cashback_promo,MX,desktop,homepage,0.19,232.59.78.124,Safari
133,c_25,2025-09-08 07:53:00,network_x,display_ret,MX,mobile,native_widget,1.2,183.32.51.44,Safari
1050,c_384,2025-09-08 08:28:04,facebook_ads,display_ret,MX,mobile,blog,0.44,43.120.220.46,Edge
703,c_400,2025-09-08 08:56:01,google_ads,cashback_promo,CO,mobile,comparison,0.4,74.99.215.241,Edge
865,c_481,2025-09-08 08:59:16,facebook_ads,loan_cmp1,KZ,mobile,comparison,1.22,60.226.250.48,Android WebView
810,c_440,2025-09-08 09:02:23,email_aff,brand_search,MX,mobile,popup,1.2,180.99.74.34,Edge
594,c_362,2025-09-08 09:48:41,google_ads,cashback_promo,CO,mobile,comparison,1.41,76.231.204.194,Android WebView
460,c_467,2025-09-08 10:09:21,botnet_01,loan_cmp2,MX,desktop,comparison,0.51,10.10.10.10,Android WebView
18,c_148,2025-09-08 10:25:04,tiktok_ads,cashback_promo,KZ,desktop,blog,1.03,185.217.178.151,Safari
419,c_52,2025-09-08 11:19:05,tiktok_ads,loan_cmp1,VN,desktop,popup,0.81,115.26.151.43,Android WebView
805,c_254,2025-09-08 12:38:30,google_ads,cashback_promo,VN,tablet,homepage,1.45,57.250.228.66,Safari
95,c_76,2025-09-08 13:00:28,google_ads,display_ret,MX,desktop,comparison,1.01,199.138.173.145,Safari
32,c_396,2025-09-08 15:42:36,facebook_ads,display_ret,KZ,mobile,homepage,0.46,16.189.231.192,Android WebView
377,c_18,2025-09-08 15:42:41,google_ads,lookalike,CO,mobile,comparison,0.86,180.241.200.247,Firefox
125,c_208,2025-09-08 20:38:38,tiktok_ads,cashback_promo,MX,mobile,native_widget,0.71,50.244.199.131,Android WebView
281,c_107,2025-09-08 21:10:53,facebook_ads,display_ret,KZ,desktop,blog,1.09,239.94.65.171,Chrome
278,c_78,2025-09-08 21:27:07,tiktok_ads,loan_cmp1,CO,mobile,native_widget,1.35,108.161.209.240,Firefox
270,c_188,2025-09-08 21:30:03,facebook_ads,brand_search,MX,mobile,homepage,1.47,27.246.181.170,Firefox
559,c_395,2025-09-08 21:43:14,facebook_ads,brand_search,CO,desktop,native_widget,0.97,85.192.248.20,Safari
1111,c_201,2025-09-08 22:00:39,google_ads,lookalike,MX,mobile,blog,0.39,176.158.58.86,Chrome
441,c_220,2025-09-08 22:10:23,facebook_ads,loan_cmp2,KZ,desktop,blog,1.45,231.94.173.13,Android WebView
768,c_450,2025-09-08 22:29:41,google_ads,lookalike,VN,mobile,popup,0.25,200.137.90.130,Android WebView
699,c_209,2025-09-08 22:41:58,tiktok_ads,brand_search,MX,mobile,native_widget,0.77,171.44.110.196,Chrome
1141,c_309,2025-09-09 00:39:39,email_aff,brand_search,CO,mobile,blog,1.45,51.161.146.78,Android WebView
502,c_330,2025-09-09 00:42:47,tiktok_ads,loan_cmp1,CO,mobile,popup,0.46,124.53.228.10,Android WebView
973,c_273,2025-09-09 01:08:16,google_ads,cashback_promo,CO,desktop,native_widget,1.4,5.63.227.164,Chrome
272,c_16,2025-09-09 01:13:46,tiktok_ads,loan_cmp1,CO,tablet,comparison,1.25,215.217.248.200,Android WebView
855,c_279,2025-09-09 01:19:51,network_x,cashback_promo,CO,mobile,comparison,0.98,148.105.47.87,Android WebView
231,c_245,2025-09-09 01:31:03,tiktok_ads,loan_cmp2,MX,desktop,homepage,0.18,41.17.88.21,Firefox
623,c_495,2025-09-09 03:49:37,botnet_01,display_ret,CO,mobile,native_widget,1.27,10.10.10.10,Android WebView
811,c_70,2025-09-09 04:53:49,facebook_ads,lookalike,KZ,desktop,homepage,0.58,183.95.147.62,Firefox
1200,c_92,2025-09-09 05:06:45,tiktok_ads,loan_cmp1,CO,desktop,native_widget,0.4,245.234.119.35,Safari
1157,c_452,2025-09-09 06:30:38,facebook_ads,loan_cmp1,KZ,tablet,native_widget,0.6,159.149.60.251,Safari
43,c_133,2025-09-09 06:33:45,email_aff,loan_cmp1,MX,desktop,popup,1.26,145.253.230.7,Android WebView
4,c_329,2025-09-09 06:38:17,google_ads,cashback_promo,KZ,mobile,blog,0.19,84.92.111.188,Edge
705,c_194,2025-09-09 07:07:31,tiktok_ads,loan_cmp1,CO,mobile,blog,1.15,65.17.95.172,Safari
303,c_128,2025-09-09 07:13:11,email_aff,cashback_promo,MX,desktop,blog,0.15,157.202.17.66,Safari
784,c_400,2025-09-09 08:10:30,facebook_ads,display_ret,MX,mobile,homepage,0.16,173.246.35.28,Android WebView
138,c_428,2025-09-09 09:45:33,facebook_ads,display_ret,MX,mobile,native_widget,0.19,125.111.14.248,Chrome
775,c_284,2025-09-09 09:52:41,network_x,brand_search,MX,desktop,native_widget,0.51,76.69.101.159,Edge
132,c_84,2025-09-09 10:14:37,tiktok_ads,loan_cmp2,VN,mobile,comparison,0.17,246.12.87.12,Android WebView
1071,c_333,2025-09-09 10:22:02,facebook_ads,loan_cmp2,KZ,mobile,comparison,0.57,214.42.250.174,Chrome
370,c_177,2025-09-09 10:35:34,facebook_ads,display_ret,CO,mobile,homepage,0.68,83.186.252.99,Firefox
391,c_106,2025-09-09 11:38:58,google_ads,brand_search,CO,desktop,homepage,0.55,214.248.198.35,Chrome
525,c_117,2025-09-09 12:28:41,facebook_ads,display_ret,VN,desktop,blog,0.72,102.219.188.128,Firefox
129,c_148,2025-09-09 12:30:04,facebook_ads,display_ret,MX,mobile,homepage,0.17,77.116.154.150,Safari
142,c_367,2025-09-09 13:13:34,network_x,cashback_promo,CO,desktop,blog,0.39,26.29.1.119,Firefox
673,c_381,2025-09-09 14:03:37,facebook_ads,lookalike,CO,desktop,blog,1.46,164.245.79.8,Safari
183,c_38,2025-09-09 14:29:21,google_ads,cashback_promo,VN,mobile,homepage,1.02,195.49.36.126,Edge
401,c_318,2025-09-09 15:51:02,botnet_01,cashback_promo,VN,mobile,popup,0.21,10.10.10.10,Android WebView
854,c_344,2025-09-09 18:01:52,network_x,lookalike,MX,tablet,homepage,0.8,131.239.26.181,Safari
542,c_231,2025-09-09 18:07:22,email_aff,cashback_promo,MX,mobile,blog,0.79,21.24.230.4,Firefox
843,c_9,2025-09-09 18:37:01,facebook_ads,cashback_promo,VN,mobile,native_widget,1.4,164.116.61.232,Chrome
853,c_100,2025-09-09 18:43:16,google_ads,brand_search,VN,desktop,blog,0.83,3.211.156.3,Edge
1039,c_102,2025-09-09 19:06:14,google_ads,brand_search,CO,mobile,native_widget,0.8,3.183.248.111,Chrome
355,c_65,2025-09-09 19:39:04,tiktok_ads,display_ret,VN,desktop,blog,0.88,115.204.168.145,Safari
1043,c_173,2025-09-09 19:44:22,tiktok_ads,lookalike,VN,desktop,homepage,0.14,73.216.213.233,Android WebView
1132,c_343,2025-09-09 21:48:53,facebook_ads,loan_cmp1,VN,tablet,blog,0.13,143.37.186.5,Chrome
942,c_265,2025-09-09 23:05:06,facebook_ads,display_ret,MX,desktop,blog,0.2,111.209.238.199,Edge
1012,c_273,2025-09-09 23:11:08,facebook_ads,cashback_promo,MX,desktop,homepage,0.96,112.65.228.242,Edge
259,c_53,2025-09-10 00:26:29,facebook_ads,brand_search,MX,mobile,blog,0.15,160.114.14.178,Edge
750,c_485,2025-09-10 00:29:16,facebook_ads,brand_search,VN,mobile,popup,0.12,124.89.230.196,Edge
1068,c_444,2025-09-10 01:23:28,network_x,brand_search,CO,desktop,blog,0.99,181.125.238.19,Android WebView
655,c_413,2025-09-10 01:44:16,facebook_ads,lookalike,VN,tablet,popup,0.73,33.133.218.77,Firefox
1184,c_254,2025-09-10 01:50:54,network_x,loan_cmp1,MX,tablet,native_widget,0.06,184.175.136.55,Safari
878,c_478,2025-09-10 01:55:29,google_ads,display_ret,MX,mobile,comparison,1.49,32.149.10.37,Chrome
407,c_316,2025-09-10 02:23:55,google_ads,cashback_promo,MX,mobile,native_widget,1.42,225.77.248.105,Safari
681,c_139,2025-09-10 02:39:29,google_ads,cashback_promo,CO,mobile,blog,0.17,201.110.115.159,Safari
832,c_308,2025-09-10 03:35:38,email_aff,brand_search,VN,mobile,blog,0.38,227.167.72.243,Safari
360,c_422,2025-09-10 03:54:39,botnet_01,loan_cmp2,MX,desktop,comparison,0.18,10.10.10.10,Android WebView
974,c_334,2025-09-10 04:15:30,email_aff,cashback_promo,CO,desktop,homepage,1.12,234.141.196.242,Firefox
504,c_129,2025-09-10 04:22:14,email_aff,loan_cmp2,MX,mobile,popup,0.11,134.145.51.242,Firefox
960,c_437,2025-09-10 04:50:43,google_ads,display_ret,KZ,desktop,homepage,0.43,233.216.214.241,Safari
1110,c_51,2025-09-10 06:23:41,tiktok_ads,display_ret,VN,mobile,popup,1.41,244.253.95.11,Android WebView
10,c_218,2025-09-10 06:30:19,google_ads,loan_cmp2,CO,mobile,blog,0.21,63.96.231.241,Edge
1187,c_427,2025-09-10 06:54:43,google_ads,lookalike,VN,mobile,native_widget,1.07,31.66.204.91,Android WebView
560,c_302,2025-09-10 08:28:12,facebook_ads,brand_search,CO,mobile,blog,1.1,36.84.109.118,Android WebView
184,c_78,2025-09-10 09:42:44,google_ads,brand_search,CO,desktop,blog,0.23,91.232.2.118,Android WebView
94,c_29,2025-09-10 10:37:23,google_ads,loan_cmp1,MX,tablet,native_widget,0.77,34.17.165.153,Safari
733,c_445,2025-09-10 10:38:34,network_x,lookalike,MX,tablet,blog,0.66,205.57.81.231,Firefox
143,c_198,2025-09-10 11:27:15,google_ads,lookalike,MX,mobile,popup,1.48,216.251.43.126,Safari
725,c_268,2025-09-10 12:24:34,email_aff,loan_cmp2,MX,mobile,blog,0.28,60.235.157.178,Safari
293,c_310,2025-09-10 13:05:35,tiktok_ads,brand_search,MX,mobile,blog,0.29,254.9.209.139,Safari
210,c_379,2025-09-10 13:39:19,facebook_ads,lookalike,CO,desktop,popup,0.47,220.41.164.229,Android WebView
683,c_104,2025-09-10 13:50:32,tiktok_ads,display_ret,MX,mobile,blog,0.34,47.13.217.66,Safari
1089,c_92,2025-09-10 14:28:49,google_ads,lookalike,VN,mobile,blog,1.29,18.77.243.133,Edge
29,c_63,2025-09-10 14:43:26,botnet_01,loan_cmp2,CO,desktop,popup,0.57,10.10.10.10,Android WebView
714,c_280,2025-09-10 15:09:04,tiktok_ads,cashback_promo,CO,mobile,popup,1.47,237.61.123.93,Edge
920,c_217,2025-09-10 15:46:22,facebook_ads,cashback_promo,CO,mobile,comparison,0.31,145.128.211.11,Android WebView
1095,c_377,2025-09-10 15:47:58,facebook_ads,display_ret,VN,mobile,native_widget,1.35,215.223.132.116,Chrome
1073,c_302,2025-09-10 18:54:38,email_aff,loan_cmp2,MX,mobile,comparison,1.48,98.31.12.243,Edge
517,c_171,2025-09-10 19:44:11,email_aff,loan_cmp2,MX,desktop,comparison,1.43,95.146.80.232,Edge
1067,c_52,2025-09-10 20:26:07,google_ads,loan_cmp1,MX,mobile,homepage,0.81,221.104.83.198,Edge
721,c_65,2025-09-10 20:31:54,network_x,loan_cmp1,CO,mobile,comparison,0.85,164.56.111.218,Android WebView
589,c_386,2025-09-10 21:13:27,network_x,display_ret,VN,mobile,comparison,1.29,247.176.192.241,Firefox
243,c_75,2025-09-10 21:29:22,google_ads,display_ret,MX,desktop,comparison,0.08,59.125.143.245,Safari
203,c_475,2025-09-10 21:31:05,facebook_ads,display_ret,VN,mobile,native_widget,0.66,128.142.57.165,Safari
576,c_270,2025-09-10 22:06:09,botnet_01,display_ret,CO,desktop,native_widget,1.37,10.10.10.10,Android WebView
531,c_87,2025-09-10 22:50:34,email_aff,loan_cmp1,VN,tablet,blog,0.83,17.27.175.2,Edge
309,c_385,2025-09-10 22:51:29,google_ads,brand_search,VN,desktop,homepage,1.13,178.163.244.251,Android WebView
1021,c_442,2025-09-10 23:45:04,google_ads,lookalike,MX,mobile,homepage,1.21,240.250.58.79,Chrome
583,c_313,2025-09-11 01:54:22,botnet_01,lookalike,VN,mobile,native_widget,0.08,10.10.10.10,Android WebView
197,c_161,2025-09-11 04:01:12,facebook_ads,cashback_promo,CO,desktop,popup,1.43,69.249.244.61,Safari
1108,c_105,2025-09-11 04:35:55,facebook_ads,loan_cmp2,VN,mobile,popup,0.68,19.48.224.207,Android WebView
644,c_443,2025-09-11 04:47:01,facebook_ads,brand_search,VN,mobile,blog,1.45,190.175.34.228,Android WebView
262,c_264,2025-09-11 05:16:48,google_ads,loan_cmp1,KZ,desktop,popup,0.24,137.155.162.172,Edge
122,c_465,2025-09-11 06:30:11,google_ads,brand_search,MX,mobile,native_widget,1.27,175.206.84.22,Firefox
1116,c_449,2025-09-11 06:53:09,google_ads,lookalike,CO,desktop,native_widget,0.72,227.6.67.62,Android WebView
148,c_161,2025-09-11 07:12:03,facebook_ads,loan_cmp1,VN,mobile,homepage,0.99,102.238.132.102,Firefox
1148,c_185,2025-09-11 07:38:04,facebook_ads,loan_cmp1,VN,mobile,popup,0.55,129.236.183.15,Android WebView
121,c_227,2025-09-11 08:07:21,tiktok_ads,cashback_promo,MX,desktop,comparison,0.05,226.174.226.29,Edge
423,c_116,2025-09-11 08:22:13,email_aff,lookalike,KZ,mobile,blog,0.85,173.23.242.28,Firefox
364,c_286,2025-09-11 08:31:16,botnet_01,display_ret,MX,mobile,native_widget,1.16,10.10.10.10,Android WebView
404,c_187,2025-09-11 08:50:31,facebook_ads,display_ret,CO,mobile,native_widget,1.24,119.85.4.71,Safari
635,c_109,2025-09-11 10:45:44,network_x,display_ret,VN,mobile,popup,0.99,47.231.71.166,Firefox
783,c_368,2025-09-11 12:55:53,facebook_ads,cashback_promo,MX,mobile,blog,0.85,92.227.31.205,Firefox
1177,c_378,2025-09-11 13:23:17,network_x,display_ret,MX,mobile,popup,0.45,89.189.1.217,Safari
215,c_265,2025-09-11 14:29:02,network_x,display_ret,MX,mobile,homepage,0.99,201.213.216.226,Firefox
678,c_8,2025-09-11 14:30:43,facebook_ads,lookalike,MX,desktop,homepage,1.22,130.37.129.132,Edge
275,c_199,2025-09-11 15:29:11,google_ads,display_ret,VN,desktop,comparison,0.97,239.95.156.203,Firefox
187,c_268,2025-09-11 16:05:41,network_x,display_ret,CO,desktop,popup,1.14,89.22.92.29,Android WebView
967,c_88,2025-09-11 16:22:22,tiktok_ads,display_ret,MX,desktop,popup,0.73,190.229.134.19,Safari
52,c_5,2025-09-11 17:18:12,google_ads,brand_search,VN,mobile,homepage,1.14,217.86.59.27,Chrome
927,c_263,2025-09-11 17:59:56,google_ads,loan_cmp2,VN,mobile,homepage,0.25,229.133.221.96,Edge
604,c_120,2025-09-11 18:26:34,tiktok_ads,cashback_promo,CO,tablet,native_widget,1.18,189.253.222.127,Chrome
709,c_442,2025-09-11 18:54:09,google_ads,brand_search,MX,desktop,blog,0.46,90.72.70.30,Safari
718,c_313,2025-09-11 19:43:55,google_ads,lookalike,CO,tablet,native_widget,0.49,86.92.24.221,Chrome
957,c_379,2025-09-11 20:55:50,botnet_01,lookalike,VN,mobile,blog,0.45,10.10.10.10,Android WebView
521,c_324,2025-09-11 21:32:07,tiktok_ads,display_ret,KZ,desktop,comparison,0.73,218.80.185.111,Android WebView
947,c_254,2025-09-11 21:46:53,google_ads,loan_cmp1,VN,mobile,comparison,1.17,231.48.67.221,Firefox
232,c_59,2025-09-11 23:07:56,tiktok_ads,brand_search,MX,mobile,comparison,1.4,45.1.168.108,Firefox
1011,c_461,2025-09-11 23:15:49,google_ads,lookalike,MX,mobile,blog,1.11,115.240.39.202,Edge
172,c_141,2025-09-11 23:57:49,network_x,cashback_promo,CO,desktop,native_widget,0.92,151.211.31.243,Android WebView
738,c_68,2025-09-12 00:33:06,facebook_ads,loan_cmp1,MX,mobile,homepage,0.13,234.184.23.18,Chrome
726,c_329,2025-09-12 00:49:23,google_ads,cashback_promo,MX,desktop,homepage,0.42,43.57.50.196,Chrome
447,c_343,2025-09-12 00:52:39,google_ads,loan_cmp1,CO,mobile,native_widget,1.13,168.179.170.135,Safari
640,c_96,2025-09-12 02:41:56,tiktok_ads,cashback_promo,VN,tablet,homepage,1.17,251.148.133.23,Chrome
443,c_439,2025-09-12 02:45:43,email_aff,lookalike,MX,mobile,native_widget,0.63,51.171.119.214,Firefox
680,c_400,2025-09-12 04:07:35,email_aff,loan_cmp1,MX,mobile,native_widget,1.41,69.114.147.239,Firefox
495,c_410,2025-09-12 04:11:56,botnet_01,loan_cmp2,VN,desktop,blog,0.95,10.10.10.10,Android WebView
397,c_388,2025-09-12 04:35:24,botnet_01,display_ret,MX,mobile,popup,1.26,10.10.10.10,Android WebView
825,c_178,2025-09-12 04:44:05,network_x,display_ret,MX,mobile,native_widget,0.31,19.208.159.115,Firefox
92,c_20,2025-09-12 04:56:11,tiktok_ads,loan_cmp2,VN,desktop,native_widget,0.25,202.158.120.59,Chrome
970,c_17,2025-09-12 05:13:50,google_ads,brand_search,KZ,desktop,homepage,1.33,11.8.183.224,Android WebView
693,c_177,2025-09-12 05:55:29,email_aff,lookalike,CO,desktop,comparison,0.48,254.23.206.94,Chrome
1085,c_466,2025-09-12 07:09:01,tiktok_ads,cashback_promo,MX,mobile,blog,0.72,2.158.30.82,Edge
478,c_207,2025-09-12 07:14:41,email_aff,loan_cmp2,VN,desktop,homepage,1.37,125.129.52.85,Android WebView
610,c_447,2025-09-12 08:04:46,network_x,brand_search,VN,mobile,comparison,1.02,165.207.29.114,Firefox
864,c_156,2025-09-12 08:10:10,tiktok_ads,brand_search,MX,desktop,popup,0.72,233.10.86.102,Chrome
269,c_470,2025-09-12 10:00:21,email_aff,loan_cmp2,CO,mobile,homepage,0.44,29.171.153.228,Safari
200,c_419,2025-09-12 10:17:31,facebook_ads,brand_search,MX,desktop,popup,0.63,84.152.217.36,Android WebView
968,c_80,2025-09-12 10:43:42,email_aff,loan_cmp1,CO,desktop,popup,1.04,80.191.42.64,Android WebView
950,c_79,2025-09-12 12:55:53,network_x,brand_search,CO,mobile,comparison,0.95,218.100.168.193,Firefox
395,c_11,2025-09-12 13:07:04,network_x,loan_cmp2,KZ,desktop,blog,0.66,54.251.75.16,Chrome
752,c_480,2025-09-12 14:30:34,email_aff,lookalike,CO,desktop,native_widget,1.38,32.57.166.188,Safari
969,c_361,2025-09-12 15:29:06,network_x,loan_cmp1,CO,desktop,blog,0.37,204.211.202.62,Chrome
3,c_475,2025-09-12 15:48:06,tiktok_ads,display_ret,MX,tablet,comparison,1.48,249.131.229.51,Android WebView
647,c_209,2025-09-12 15:56:18,botnet_01,brand_search,KZ,mobile,homepage,1.22,10.10.10.10,Android WebView
541,c_416,2025-09-12 16:07:11,google_ads,loan_cmp2,CO,desktop,native_widget,0.37,13.120.66.4,Safari
513,c_416,2025-09-12 17:04:25,facebook_ads,cashback_promo,VN,mobile,comparison,1.42,151.221.85.240,Android WebView
545,c_474,2025-09-12 17:30:44,facebook_ads,lookalike,VN,desktop,blog,1.05,39.13.41.57,Android WebView
490,c_14,2025-09-12 17:42:32,email_aff,cashback_promo,KZ,mobile,comparison,0.51,155.15.220.229,Firefox
12,c_66,2025-09-12 19:12:43,tiktok_ads,loan_cmp2,CO,mobile,popup,0.65,190.75.128.250,Edge
396,c_243,2025-09-12 19:28:42,facebook_ads,loan_cmp1,VN,tablet,homepage,0.49,48.42.76.188,Android WebView
156,c_426,2025-09-12 19:43:51,google_ads,cashback_promo,CO,desktop,homepage,0.81,47.123.141.119,Android WebView
946,c_490,2025-09-12 20:38:03,tiktok_ads,lookalike,MX,desktop,native_widget,0.19,101.57.57.34,Safari
1160,c_351,2025-09-12 21:54:32,tiktok_ads,cashback_promo,MX,mobile,blog,0.19,190.236.154.57,Android WebView
433,c_259,2025-09-12 22:38:22,google_ads,display_ret,MX,desktop,homepage,1.24,68.123.210.196,Chrome
1188,c_421,2025-09-12 22:48:16,google_ads,brand_search,MX,mobile,popup,0.69,49.113.114.194,Chrome
1183,c_477,2025-09-12 23:05:30,tiktok_ads,cashback_promo,VN,mobile,blog,1.32,48.63.12.215,Safari
547,c_184,2025-09-13 01:04:40,tiktok_ads,cashback_promo,CO,desktop,comparison,0.23,20.185.226.178,Chrome
981,c_442,2025-09-13 01:30:00,tiktok_ads,lookalike,CO,desktop,popup,0.66,203.33.88.194,Chrome
763,c_210,2025-09-13 01:33:27,tiktok_ads,display_ret,KZ,mobile,native_widget,1.41,199.228.163.15,Firefox
1102,c_373,2025-09-13 02:11:23,network_x,display_ret,MX,mobile,homepage,0.11,46.143.195.15,Firefox
773,c_250,2025-09-13 02:13:27,google_ads,display_ret,MX,mobile,comparison,0.47,172.60.175.40,Firefox
1173,c_279,2025-09-13 02:57:43,network_x,cashback_promo,MX,desktop,blog,0.55,159.244.176.100,Android WebView
729,c_31,2025-09-13 03:20:02,google_ads,loan_cmp2,CO,mobile,comparison,0.8,46.85.202.80,Edge
1016,c_264,2025-09-13 04:17:47,google_ads,loan_cmp1,CO,mobile,blog,0.6,213.37.72.27,Firefox
1119,c_275,2025-09-13 04:23:17,tiktok_ads,loan_cmp2,VN,mobile,comparison,1.33,39.239.13.122,Edge
378,c_61,2025-09-13 05:38:36,email_aff,display_ret,CO,mobile,comparison,0.38,59.240.2.193,Edge
772,c_57,2025-09-13 05:42:46,botnet_01,display_ret,MX,desktop,homepage,0.78,10.10.10.10,Android WebView
512,c_329,2025-09-13 06:01:12,facebook_ads,loan_cmp1,CO,desktop,popup,0.24,178.143.106.248,Edge
754,c_149,2025-09-13 06:53:03,email_aff,brand_search,MX,mobile,homepage,1.11,123.33.1.204,Chrome
1036,c_187,2025-09-13 06:55:11,network_x,display_ret,MX,desktop,comparison,0.98,11.157.162.214,Firefox
65,c_25,2025-09-13 07:25:34,network_x,cashback_promo,CO,desktop,homepage,0.9,214.34.111.8,Chrome
256,c_355,2025-09-13 07:50:20,tiktok_ads,loan_cmp2,VN,tablet,blog,0.2,102.16.66.168,Chrome
1038,c_120,2025-09-13 09:28:56,network_x,brand_search,MX,mobile,comparison,0.52,74.226.238.77,Android WebView
329,c_239,2025-09-13 10:15:45,tiktok_ads,cashback_promo,VN,mobile,homepage,0.59,45.246.79.20,Android WebView
800,c_379,2025-09-13 10:45:25,facebook_ads,lookalike,MX,tablet,popup,0.32,133.217.86.220,Edge
467,c_361,2025-09-13 11:39:44,google_ads,loan_cmp1,MX,desktop,homepage,0.13,79.236.78.121,Android WebView
713,c_309,2025-09-13 12:01:46,network_x,loan_cmp2,VN,desktop,native_widget,1.34,19.149.219.122,Firefox
744,c_187,2025-09-13 12:09:04,facebook_ads,display_ret,VN,desktop,native_widget,1.32,248.69.120.67,Android WebView
757,c_400,2025-09-13 12:27:51,facebook_ads,cashback_promo,VN,tablet,homepage,1.03,12.169.3.227,Chrome
943,c_16,2025-09-13 13:05:09,tiktok_ads,cashback_promo,CO,desktop,native_widget,1.26,254.197.177.39,Safari
1181,c_88,2025-09-13 13:41:22,google_ads,brand_search,CO,desktop,popup,0.75,235.220.7.26,Firefox
1186,c_481,2025-09-13 14:30:37,facebook_ads,loan_cmp2,KZ,mobile,comparison,0.85,117.214.210.48,Android WebView
956,c_121,2025-09-13 15:21:08,network_x,cashback_promo,CO,desktop,homepage,0.61,163.19.142.176,Chrome
